SurveyId,AmazonIdentifier,AssignmentId,DurationInSeconds,StartTime,CompletionTime,ApprovalStatus,AmountPaid,AmountBonused,Estimated CloudResearch Fee,Actual Completion Code,,Gender,GenderConsistency,Feedback
401442,A2C540RSHGKHTN,3YWRV122CT9GNF3YS0N1M2SPGM68UD,5932,1/19/2023 8:33:31 PM,1/19/2023 10:12:23 PM,Approved,7.00,3.37,1.028600,AdUnY,,Male,100.00 %,
401442,A3PZASM0C12I57,3RSDURM96BWEDPXUF46QHXUONDHEYI,5891,1/19/2023 8:40:45 PM,1/19/2023 10:18:56 PM,Approved,7.00,2.46,1.028600,UR7JL,,Female,100.00 %,
401442,A3HQXCWOIQKT4F,3KAKFY4PGVCPDR2SM23RCIW365R3I8,6679,1/19/2023 8:33:32 PM,1/19/2023 10:24:51 PM,Approved,7.00,3.50,1.028600,s0LdK,,Male,100.00 %,
401442,A31X0GSY38JNZY,3IO1LGZLKA7VL4DXWIPY6WE9D0P86C,6715,1/19/2023 8:36:01 PM,1/19/2023 10:27:56 PM,Approved,7.00,2.48,1.028600,Px1eR,,Male,100.00 %,
401442,AI2B3QQC5MR0R,3J4Q2Z4UTZDZLNSZ9UJ2QHYMV82QW4,7077,1/19/2023 8:33:28 PM,1/19/2023 10:31:25 PM,Approved,7.00,3.46,1.028600,Fmgl1,,Female,100.00 %,
401442,A3H1R064820RXL,3Q5ZZ9ZEVPPZ20DJRZFTEQ09H6U58B,1982,1/19/2023 10:06:40 PM,1/19/2023 10:39:42 PM,Approved,7.00,2.30,1.028600,bvEXR,,Male,100.00 %,
401442,AC5PVOOS79W2B,3VP0C6EFSH6A6TF1QJZHBEF4X5DM6D,7802,1/19/2023 8:33:34 PM,1/19/2023 10:43:36 PM,Approved,7.00,3.43,1.028600,A616I,,Female,100.00 %,
401442,A3MNL6RIME0845,3TEM0PF1Q67COON9B1KXJNIJBO3D0P,7333,1/19/2023 8:49:23 PM,1/19/2023 10:51:36 PM,Approved,7.00,2.63,1.028600,DYGU0,,Male,100.00 %,
401442,A2XM2MNPSM2PIY,3ZOTGHDK5JL3TUYAACHX4N01AUVOSM,6541,1/19/2023 9:04:26 PM,1/19/2023 10:53:27 PM,Approved,7.00,2.57,1.028600,wcLK5,,Male,100.00 %,
401442,A39SK1E6IMQBD5,3MX2NQ3YCA4PH1ERZ7RLUPH28EM5X0,8870,1/19/2023 8:33:27 PM,1/19/2023 11:01:17 PM,Approved,7.00,3.37,1.028600,5iALM,,Male,100.00 %,
401442,AWTGJ45ZWUCHH,3CN4LGXD5YYWLN01QYUD8BIXAOLY4U,9470,1/19/2023 8:35:06 PM,1/19/2023 11:12:56 PM,Approved,7.00,2.69,1.028600,6NYOK,,Female,100.00 %,
401442,A1S29GI0FA29Q4,3PPTZCWALRU3FIX4KH39PLS4CA6QZU,2244,1/19/2023 11:05:23 PM,1/19/2023 11:42:47 PM,Approved,7.00,3.39,1.028600,NIX0X,,Female,100.00 %,
401442,A3EG4C9T4F5DUR,33CID571053R3SAY75044YOVN9L3LM,13113,1/19/2023 8:33:54 PM,1/20/2023 12:12:27 AM,Approved,7.00,3.50,1.028600,E7AW5,,Male,100.00 %,
401442,A3942QGFYCSDRM,3QAVNHZ3ENERND9JGKFER621TK4ALI,2228,1/19/2023 11:37:03 PM,1/20/2023 12:14:11 AM,Approved,7.00,3.41,1.028600,2dtBc,,Male,100.00 %,
401442,A3V0D7BRUQEYO2,3BC8WZX3V46UPSQDNFYW880AZGHRRX,2638,1/19/2023 11:36:17 PM,1/20/2023 12:20:15 AM,Approved,7.00,3.50,1.028600,taNWE,,Female,100.00 %,
401442,A21A1WG4T60KG0,3I33IC7ZWGCLMRNB6EX9CA3SNKDA2T,4061,1/19/2023 11:35:30 PM,1/20/2023 12:43:11 AM,Approved,7.00,3.35,1.028600,FiwW9,,Male,100.00 %,
401442,A1UOGYZFJF4BKW,39LNWE0K4V69CLFB1MZSZRM3JJCIUY,3642,1/20/2023 12:11:13 AM,1/20/2023 1:11:55 AM,Approved,7.00,3.41,1.028600,q3aSU,,Female,100.00 %,
401442,A33B621RF790JB,31EUONYN2WDJLMFE47M2FAK89ZAOVE,7403,1/19/2023 11:34:44 PM,1/20/2023 1:38:07 AM,Pending,0.00,0.00,1.028600,8biOj,,Male,100.00 %,
401442,A2V6E7SGEU0EFD,33F859I567NUKRVLVD0CUPT0ULGHBD,8315,1/19/2023 11:34:06 PM,1/20/2023 1:52:41 AM,Pending,0.00,0.00,1.028600,ldc6S,,Male,100.00 %,
401442,A2PR7FI9TP8XLD,3VHP9MDGROUTG0WLEN872ON5WS4FCN,3345,1/20/2023 2:01:47 AM,1/20/2023 2:57:32 AM,Pending,0.00,0.00,1.028600,xLFBC,,Male,100.00 %,
401442,A2S9SAGO12WZ6P,3X4MXAO0BHYZXO7ZM982V78RRVZWR8,2107,1/20/2023 2:46:57 AM,1/20/2023 3:22:04 AM,Pending,0.00,0.00,1.028600,JGdx6,,Female,100.00 %,
401442,A3PKTSWF01X7G,3QJOXOW4XK1EJ88GW1IFN27HE5EEM7,3276,1/20/2023 4:20:12 AM,1/20/2023 5:14:48 AM,Pending,0.00,0.00,1.028600,Gaf7l,,Male,100.00 %,
401442,A1FP3SH704X01V,3T3IWE1XG7X7T6O5EPER3XRNREKTQH,,1/19/2023 8:33:27 PM,,Not Submitted,0.00,0.00,1.028600,,,Female,100.00 %,
401442,A1AZ97YYFVWFGC,3L0KT67Y8FQFN82CGZQV6EY3O4NYS0,,1/19/2023 8:33:28 PM,,Not Submitted,0.00,0.00,1.028600,,,Male,100.00 %,
401442,AT0COJ1G23ZB0,3VAR3R6G1QBLAAJ1WEBSNW00Y0HO8F,,1/19/2023 8:33:28 PM,,Not Submitted,0.00,0.00,1.028600,,,Female,100.00 %,
401442,A3MYTEE8WSEQ2Z,3YT88D1N098GJMSGM5O3PYBGY9G3KJ,,1/19/2023 8:33:28 PM,,Not Submitted,0.00,0.00,1.028600,,,Male,100.00 %,
401442,A3BI98I9V2FL0T,3TOK3KHVJUSHAWEIM9JM9W45NGBO7S,,1/19/2023 8:33:29 PM,,Not Submitted,0.00,0.00,1.028600,,,Male,100.00 %,
401442,A3D943YJI95XZY,37UEWGM5HUI6WNRWPLJH2HIXVHVR17,,1/19/2023 8:33:30 PM,,Not Submitted,0.00,0.00,1.028600,,,Male,100.00 %,
401442,A3JUPCWYN6N6H4,33UKMF931AUKLMGXVT8M822ABLJTTV,,1/19/2023 8:33:30 PM,,Not Submitted,0.00,0.00,1.028600,,,Male,100.00 %,
401442,A12VDN3TJJCAQQ,3W92K5RLWVRXDC9WZSQ364KHS3E5VX,,1/19/2023 8:33:32 PM,,Not Submitted,0.00,0.00,1.028600,,,Male,100.00 %,
401442,A3AU8PZ6HHBCVT,3ND9UOO81LCOUQCMHPB69VZSL2GLWB,,1/19/2023 8:33:32 PM,,Not Submitted,0.00,0.00,1.028600,,,Male,100.00 %,
401442,A1BJFYHXK6YDX1,3C6FJU71TR3V2LUG54LVLFGR918YUG,,1/19/2023 8:33:38 PM,,Not Submitted,0.00,0.00,1.028600,,,Female,100.00 %,
401442,A3TP7NJZHR6WZ1,3NC5L260MPWUPPTO4SHYXOHML4VOFX,,1/19/2023 8:36:01 PM,,Not Submitted,0.00,0.00,1.028600,,,Male,100.00 %,
401442,A2A4DODAIU2VVM,3FUI0JHJPY8ANOK91ZW48CUENNV339,,1/19/2023 8:36:02 PM,,Not Submitted,0.00,0.00,1.028600,,,Male,100.00 %,
401442,A3W4YK7W94UIP5,3IX2EGZR7CTDR470FAPN6HEJPYWJR4,,1/19/2023 8:39:30 PM,,Not Submitted,0.00,0.00,1.028600,,,Female,100.00 %,
401442,ACKG8OU1KHKO2,30MVJZJNHNN7N4BELTP1FWEPJCQJ9H,,1/19/2023 8:43:17 PM,,Not Submitted,0.00,0.00,1.028600,,,Male,100.00 %,
401442,A2RRK8SV0VBLTJ,3DQQ64TANHVELBRK9H4DQC8CQCHPWD,,1/19/2023 8:45:53 PM,,Not Submitted,0.00,0.00,1.028600,,,Male,100.00 %,
401442,A4J4GGMKJ68L0,337RC3OW06CBF1CHRF6ANTGEETELV1,,1/19/2023 8:57:37 PM,,Not Submitted,0.00,0.00,1.028600,,,Male,100.00 %,
401442,A3NQKW26TOT2TM,33JKGHPFYD4IDELTP0LYDP1QSWTMNG,,1/19/2023 11:35:15 PM,,Not Submitted,0.00,0.00,1.028600,,,Female,100.00 %,
401442,A39VZ93N96XB6O,3RXPCZQMQQLF7XII9AP53D4QT9CG1U,,1/19/2023 11:35:32 PM,,Not Submitted,0.00,0.00,1.028600,,,Female,100.00 %,
401442,AZ8JL3QNIPY4U,3X4MXAO0BHYZXO7ZM982V78RRVZWR8,,1/19/2023 11:46:22 PM,,Not Submitted,0.00,0.00,1.028600,,,Female,100.00 %,
401442,A2EMTSJS47K8SU,3PS7W85Z80C1177JXN35H21YHF1T9I,,1/20/2023 12:35:57 AM,,Not Submitted,0.00,0.00,1.028600,,,Male,100.00 %,
401442,ABYT27GOCT0YU,3VW04L3ZLUGYJKY15DAGM88M1EAXXI,,1/20/2023 1:02:05 AM,,Not Submitted,0.00,0.00,1.028600,,,Female,100.00 %,
401442,A17CMWOP0MH0AH,3VHP9MDGROUTG0WLEN872ON5WS4FCN,,1/20/2023 1:53:11 AM,,Not Submitted,0.00,0.00,1.028600,,,Female,100.00 %,
401442,AH8VMTKY8TZ6A,3LPW2N6LKUCX0XKWU2GYAIIYEYFU5B,,1/20/2023 4:04:07 AM,,Not Submitted,0.00,0.00,1.028600,,,Female,100.00 %,
